Category,MeetID,MeetCountry,MeetState,MeetTown,MeetName,Name,Age,Sex,LiftKg,MeetYear
Best Squat,8425,USA,CA,Los Angeles,American Cup,Robb Philippus,35.0,M,412.5,2018
Best Squat,5344,USA,CA,Dublin,Reebok Record Breakers,Kristy Hawkins,36.0,F,260.0,2017
Best Squat,7545,USA,CA,Venice Beach,Muscle Beach PL BP & DL,Erin Carpenter,21.0,F,70.0,2008
Best Squat,7514,USA,CA,Bakersfield,4th Annual Kern County High School PL Championship,Mark Folweiler,15.0,M,213.19,2006
Best Squat,7524,USA,CA,Los Alamitos,California State PL BP DL Championship,Brian Meek,61.0,M,290.0,2007
Best Squat,7552,USA,CA,Saratoga,Silicon Valley Championship,Melissa Farrell,29.0,F,105.0,2010
Best Squat,7498,USA,CA,Modesto,Central California BP DL PL Championship,Bradley King,52.0,M,294.95,2004
Best Squat,7555,USA,CA,Costa Mesa,National Powerlifting Single-Ply Championship & National Bench Press Championships & National Deadlift Championships & Westernstates Multiply Invitationals,Liz Freel,36.0,F,227.5,2011
Best Squat,7388,USA,CA,Hemet,California State Championships,Karen Parnow,,F,82.5,2008
Best Squat,7546,USA,CA,Grass Valley,Sierra Nevada Cup,Wayne Jandoc,50.0,M,287.5,2008
Best Squat,7496,USA,CA,Venice Beach,Venice Beach PL & BP,Robert Speno,35.0,M,304.93,2004
Best Squat,7567,USA,CA,San Jose,San Jose Open,Brian Pacheco,40.0,M,272.5,2011
Best Squat,7538,USA,CA,Los Alamitos,California State PL BP DL Championship,Mary Rubcic-Tawzer,,F,70.0,2008
Best Squat,7398,USA,CA,Santa Clarita,California State PL & BP Championships,Wayne Jandoc,53.0,M,292.5,2011
Best Squat,7576,USA,CA,Modesto,NORCAL Powerlifting Championships,Anto Bidanian,17.0,M,183.0,2011
Best Squat,7398,USA,CA,Santa Clarita,California State PL & BP Championships,Keith Schiessl,51.0,M,190.0,2011
Best Squat,7471,USA,CA,Burbank,2000 USPF USA National Powerlifting and Bench Press Championships,Clinton Haflich,,M,159.66,2000
Best Squat,7532,USA,CA,Venice Beach,Muscle Beach Championship,O'Neil Roussell,21.0,M,237.5,2007
Best Squat,7392,USA,CA,Santa Clarita,California State Championships,Terence Davy,18.0,M,207.5,2009
Best Squat,16,USA,CA,San Diego,So Cal Meet,Kyle DePew,16.0,M,155.0,2017
Best Squat,7564,USA,CA,Grass Valley,Sierra Nevada Cup,Patsy Wynne,64.0,F,52.5,2011
Best Squat,7487,USA,CA,Los Alamitos,Powerlifting and Bench Press Championships,Mark Straley,45.0,M,249.93,2004
Best Squat,7552,USA,CA,Saratoga,Silicon Valley Championship,Josh Puckett,17.0,M,192.5,2010
Best Squat,7895,USA,CA,Mountain View,Boss of Bosses 2,Sara Berlin,24.0,F,232.5,2015
Best Squat,5664,USA,CA,Dublin,2015 March Madness Powerlifting Open,Michael Puente,,M,235.0,2015
Best Squat,7487,USA,CA,Los Alamitos,Powerlifting and Bench Press Championships,Danny Herrera,66.0,M,237.46,2004
Best Squat,7385,USA,CA,Modesto,California State PL BP and DL Championships,Ron Pagal,60.0,M,165.0,2007
Best Squat,7512,USA,CA,Los Alamitos,California State Powerlifting Championship,Karen Matthews,37.0,F,146.0,2006
Best Squat,7508,USA,CA,Venice Beach,Venice Beach PL BP & DL Championship,Victor Calia,41.0,M,257.5,2005
Best Squat,7552,USA,CA,Saratoga,Silicon Valley Championship,Bonnie Aerts,51.0,F,95.0,2010
Best Squat,17,USA,CA,Los Angeles,Battle of Los Angeles,Tina Rose,41.0,F,87.5,2017
Best Squat,5476,USA,CA,,Women's Pro/Am,Aura Morris,31.0,F,195.0,2011
Best Squat,7538,USA,CA,Los Alamitos,California State PL BP DL Championship,Steve Denison,,M,272.5,2008
Best Squat,5344,USA,CA,Dublin,Reebok Record Breakers,Max Cantor,37.0,M,230.0,2017
Best Squat,5603,USA,CA,Sacramento,Women's Pro/Am,Irina Petrovich,30.0,F,185.0,2014
Best Squat,7546,USA,CA,Grass Valley,Sierra Nevada Cup,Donald Torrence,71.0,M,160.0,2008
Best Squat,7498,USA,CA,Modesto,Central California BP DL PL Championship,Shane O'Neill,62.0,M,207.41,2004
Best Squat,5520,USA,CA,,2012 SPF California State Championships,Mark Wilson,48.0,M,135.0,2012
Best Squat,7395,USA,CA,Santa Clarita,California State PL & BP Championships,Adam Johnson,30.0,M,320.0,2010
Best Squat,7564,USA,CA,Grass Valley,Sierra Nevada Cup,Nick Benjamin,52.0,M,260.0,2011
Best Squat,7576,USA,CA,Modesto,NORCAL Powerlifting Championships,Branden Brownfield,12.0,M,32.5,2011
Best Squat,7478,USA,CA,Santa Barbara,USPF California State Powerlifting and Benchpress Championship,Travis Vassallo,,M,214.89,2002
Best Squat,5516,USA,CA,Sacramento,Women's Pro/Am,Irina Petrovich,28.0,F,179.17,2012
Best Squat,8191,USA,CA,Vacaville,Pacific Coast Open,Jessie Ablang,36.0,M,332.5,2017
Best Squat,7395,USA,CA,Santa Clarita,California State PL & BP Championships,Ron Garcia,46.0,M,182.5,2010
Best Squat,7501,USA,CA,Los Alamitos,California State PL BP DL Championship,Lothar Vallot,53.0,M,77.45,2005
Best Squat,7533,USA,CA,Modesto,Central California PL BP DL Championship,Brent Mikesell,40.0,M,350.0,2007
Best Squat,7455,USA,CA,Palm Springs,2006 USAPL American Open,Ronnie Castro,24.0,M,322.5,2006
Best Squat,5282,USA,CA,Dublin,2016 Reebok Record Breakers,Tom Kallas,23.0,M,320.0,2016
Best Squat,14,USA,CA,San Jose,Kindred NorCal Powerlifting Championships,Huong Nguyen,35.0,F,75.0,2016
Best Squat,7501,USA,CA,Los Alamitos,California State PL BP DL Championship,Lisa Denison,36.0,F,164.99,2005
Best Squat,7468,USA,CA,Bakersfield,2000 USPF California State Powerlifting Championships,Lisa Denison,,F,152.41,2000
Best Squat,5720,USA,CA,Sacramento,Women's Pro/Am,LeeAnn Starr,,F,122.47,2016
Best Squat,5456,USA,CA,Sacramento,Women's Pro Open,Nicolai Stern,43.0,F,235.0,2010
Best Squat,7470,USA,CA,Frazier Park,2000 USPF California State Novice & Junior Powerlifting Championships,Renee Amour,,F,130.97,2000
Best Squat,7538,USA,CA,Los Alamitos,California State PL BP DL Championship,Kenny Croxdale,,M,192.5,2008
Best Squat,7572,USA,CA,Fresno,Iron Man Multi-Ply,Michaela Milesi,18.0,F,95.0,2011
Best Squat,7381,USA,CA,Northridge,California State Powerlifting & Bench Press Championships,Jack Kress,,M,100.0,2005
Best Squat,7501,USA,CA,Los Alamitos,California State PL BP DL Championship,Brian Meek,59.0,M,304.93,2005
Best Squat,7475,USA,CA,San Diego,USPF California Fire Olympic Powerlifting and Benchpress Championship,Mike Snow,,M,224.98,2001
Best Squat,8449,USA,CA,Mountain View,Boss of Bosses 3 Open,Kim Roland,43.0,F,117.5,2016
Best Squat,7581,USA,CA,Los Angeles,American PL Cup and LA Fit Expo BP/DL,April Shumaker,46.0,F,112.5,2012
Best Squat,5720,USA,CA,Sacramento,Women's Pro/Am,Debbie Damminga,,F,235.87,2016
Best Squat,7479,USA,CA,Bakersfield,USPF Central California Powerlifting/Benchpress and Deadlift Championship,Mark Straley,,M,232.47,2002
Best Squat,8458,USA,CA,Mountain View,Boss of Bosses 4 Invitational,Robb Philippus,35.0,M,418.5,2017
Best Squat,7545,USA,CA,Venice Beach,Muscle Beach PL BP & DL,O'Neil Roussell,22.0,M,322.5,2008
Best Squat,8103,USA,CA,Bakersfield,Central California Open Powerlifting Championships,Siciley Easley,43.0,F,122.5,2016
Best Squat,7470,USA,CA,Frazier Park,2000 USPF California State Novice & Junior Powerlifting Championships,Priscilla Sanchez,,F,102.4,2000
Best Squat,7512,USA,CA,Los Alamitos,California State Powerlifting Championship,Robert Cortes,75.0,M,155.0,2006
Best Squat,7470,USA,CA,Frazier Park,2000 USPF California State Novice & Junior Powerlifting Championships,Jeff Hayes,,M,219.99,2000
Best Squat,5730,USA,CA,Dublin,2016 CSA March Madness,Azar Khoshkbariie,37.0,F,165.0,2016
Best Squat,7567,USA,CA,San Jose,San Jose Open,Mariah Heller,19.0,F,87.5,2011
Best Squat,7603,USA,CA,Costa Mesa,National PL BP DL Championship,Steve Mittleman,44.0,M,195.0,2012
Best Squat,7538,USA,CA,Los Alamitos,California State PL BP DL Championship,Helene Tropp,,F,45.0,2008
Best Squat,7545,USA,CA,Venice Beach,Muscle Beach PL BP & DL,Mike Tronske,44.0,M,282.5,2008
Best Squat,7482,USA,CA,Norwalk,California State Championship,Eric Charboneau,15.0,M,137.5,2003
Best Squat,5499,USA,CA,Pleasanton,4-in-1 Powerlifting Championship,Eric Gohler,,M,212.5,2011
Best Squat,7597,USA,CA,Santa Maria,Patriot Games Powerlifting Challenge,Pete Andrich,41.0,M,310.0,2012
Best Squat,7541,USA,CA,San Jose,San Jose Open,Jamie King,23.0,M,302.5,2008
Best Squat,5600,USA,CA,,2014 SPF March Madness,KT Jorgensen,50.0,F,90.0,2014
Best Squat,5600,USA,CA,,2014 SPF March Madness,Chris Ramos,27.0,M,320.0,2014
Best Squat,7633,USA,CA,Modesto,NorCal Championships,Joe Bernazzani,62.0,M,217.5,2012
Best Squat,7401,USA,CA,Santa Clarita,Southern California Regionals,Jeannine Cascadden,48.0,F,75.0,2011
Best Squat,7521,USA,CA,Modesto,Central California PL BP and DL Championship,Nicki I'Anson,40.0,F,147.5,2006
Best Squat,7383,USA,CA,Modesto,California State Championships,Jahylica Bland,20.0,F,150.0,2006
Best Squat,7525,USA,CA,Bakersfield,Kern County High School PL Championship,Angelo Ornelas,15.0,M,199.58,2007
Best Squat,7551,USA,CA,San Jose,Mike Womack Summer Classic PL BP DL PP,Ryan Cove,21.0,M,215.0,2009
Best Squat,7552,USA,CA,Saratoga,Silicon Valley Championship,Brian Pacheco,38.0,M,245.0,2010
Best Squat,5520,USA,CA,,2012 SPF California State Championships,Beverly Anolin,49.0,F,157.5,2012
Best Deadlift,7477,USA,CA,Bakersfield,USPF Central California Powerlifting/Benchpress and Deadlift Championship,Leilani Wyatt,,F,92.42,2001
Best Deadlift,7395,USA,CA,Santa Clarita,California State PL & BP Championships,Ian Gerber,18.0,M,215.0,2010
Best Deadlift,7387,USA,CA,Hemet,Iron Eagle Desert Thunder,Daniel Mahan,,M,262.5,2007
Best Deadlift,7381,USA,CA,Northridge,California State Powerlifting & Bench Press Championships,Steven Green,,M,285.0,2005
Best Deadlift,7636,USA,CA,Los Angeles,American Cup,Liz Freel,37.0,F,227.5,2013
Best Deadlift,7498,USA,CA,Modesto,Central California BP DL PL Championship,Mike West,29.0,M,227.48,2004
Best Deadlift,18,USA,CA,Santa Barbara,Central California Meet,Ken Jann Fajardo,18.0,M,172.5,2017
Best Deadlift,16,USA,CA,San Diego,So Cal Meet,Matthew Martinez,5.0,M,25.0,2017
Best Deadlift,7504,USA,CA,Los Alamitos,National Powerlifting Championship,Robert Cortes,75.0,M,200.0,2005
Best Deadlift,7552,USA,CA,Saratoga,Silicon Valley Championship,William Stanton,51.0,M,227.5,2010
Best Deadlift,8429,USA,CA,Salinas,Monterey County Open,Ita Pantilat,66.0,F,137.5,2018
Best Deadlift,7538,USA,CA,Los Alamitos,California State PL BP DL Championship,Nicki I'Anson,,F,150.0,2008
Best Deadlift,5441,USA,CA,Sacramento,Super Training Powerlifting and Bench Press,Joe Bernazzani,59.0,M,180.0,2010
Best Deadlift,7402,USA,CA,Santa Clarita,California State Powerlifting and Bench Press Championships,Jonathan Weeks,51.0,M,262.5,2012
Best Deadlift,7960,USA,CA,Laguna Hills,South Orange County Open,Raphael Sogliuzzo,70.0,M,215.0,2016
Best Deadlift,7567,USA,CA,San Jose,San Jose Open,Jerry Tremblay,48.0,M,257.5,2011
Best Deadlift,7570,USA,CA,Sacramento,Halloween Spooktacular Push-Pull,Maryann Sutton,25.0,F,145.0,2011
Best Deadlift,7401,USA,CA,Santa Clarita,Southern California Regionals,John Planas,37.0,M,302.5,2011
Best Deadlift,7581,USA,CA,Los Angeles,American PL Cup and LA Fit Expo BP/DL,Anna Kelske,29.0,F,145.0,2012
Best Deadlift,8103,USA,CA,Bakersfield,Central California Open Powerlifting Championships,Uriel Tapia,21.0,M,242.5,2016
Best Deadlift,5520,USA,CA,,2012 SPF California State Championships,Ryan Spencer,38.0,M,300.0,2012
Best Deadlift,7392,USA,CA,Santa Clarita,California State Championships,Jared Galapia,14.0,M,140.0,2009
Best Deadlift,108,USA,CA,,Cal State Meet,Pete Wilson,,M,145.0,2017
Best Deadlift,7563,USA,CA,Long Beach,Southern California Powerlifting Championship,Robert Speno,42.0,M,265.0,2011
Best Deadlift,5651,USA,CA,Dublin,Reebok Record Breakers,Kristy Hawkins,35.0,F,244.0,2015
Best Deadlift,7383,USA,CA,Modesto,California State Championships,Ron Pagel,60.0,M,187.5,2006
Best Deadlift,7740,USA,CA,Vacaville,Old Skool Iron Classic,Richard Marks,70.0,M,227.5,2014
Best Deadlift,17,USA,CA,Los Angeles,Battle of Los Angeles,Rene Braga,36.0,M,207.5,2017
Best Deadlift,7402,USA,CA,Santa Clarita,California State Powerlifting and Bench Press Championships,Bob Pelletier,64.0,M,172.5,2012
Best Deadlift,7712,USA,CA,Los Angeles,USPA American Cup,Susan Salazar,38.0,F,185.0,2014
Best Deadlift,6573,USA,CA,Sacramento,NorCal Regional Championships,Ray Creech,72.0,M,137.5,2015
Best Deadlift,7394,USA,CA,Santa Clarita,Southern California Regionals,Lothar Vallot,57.0,M,150.0,2009
Best Squat,7398,USA,CA,Santa Clarita,California State PL & BP Championships,Vithuran Arulmoli,22.0,M,190.0,2011
Best Squat,5344,USA,CA,Dublin,Reebok Record Breakers,Chris Bridgeford,22.0,M,365.0,2017
Best Squat,7649,USA,CA,Fresno,California State Multiply and Central California Classic Raw Powerlifting Championship,Leane Coetser,39.0,F,125.0,2013
Best Squat,5720,USA,CA,Sacramento,Women's Pro/Am,Tammy B Howard,,F,183.7,2016
Best Squat,5344,USA,CA,Dublin,Reebok Record Breakers,Ben Pollack,30.0,M,362.5,2017
Best Squat,7384,USA,CA,El Cerrito,Nor Cal Winter Classic,Shane O'Neill,,M,185.0,2007
Best Squat,7552,USA,CA,Saratoga,Silicon Valley Championship,Jerry Tremblay,47.0,M,297.5,2010
Best Squat,7564,USA,CA,Grass Valley,Sierra Nevada Cup,Becky McCully,36.0,F,115.0,2011
Best Squat,7504,USA,CA,Los Alamitos,National Powerlifting Championship,Mike Koufos,45.0,M,205.0,2005
Best Squat,7480,USA,CA,Bakersfield,Kern County High School Powerlifting Championship,Aaron Baughman,,M,192.78,2003
Best Squat,5441,USA,CA,Sacramento,Super Training Powerlifting and Bench Press,Gairett Pirkig,27.0,M,340.0,2010
Best Squat,7620,USA,CA,San Jose,San Jose Open,Sylvia Nix,42.0,F,157.5,2012
Best Squat,7950,USA,CA,Woodland,The Woodland Open,Jessica Bay,38.0,F,45.0,2016
Best Squat,5720,USA,CA,Sacramento,Women's Pro/Am,Anika Harper,,F,136.08,2016
Best Squat,7398,USA,CA,Santa Clarita,California State PL & BP Championships,Greg Darnell,20.0,M,182.5,2011
Best Squat,6589,USA,CA,Mountain View,Boss of NorCal V,Cecilia Cisar,23.0,F,100.0,2017
Best Squat,8191,USA,CA,Vacaville,Pacific Coast Open,Muicca Halim,20.0,F,120.0,2017
Best Squat,5344,USA,CA,Dublin,Reebok Record Breakers,Rebecca Chermok,36.0,F,197.5,2017
Best Squat,6573,USA,CA,Sacramento,NorCal Regional Championships,Lee Villanueva,18.0,M,190.0,2015
Best Squat,7387,USA,CA,Hemet,Iron Eagle Desert Thunder,Daniel Mahan,,M,240.0,2007
Best Squat,6569,USA,CA,Mountain View,Boss of NorCal,Leah Lutz,40.0,F,145.0,2015
Best Squat,6589,USA,CA,Mountain View,Boss of NorCal V,Ellen Seidel,22.0,F,137.5,2017
Best Squat,7551,USA,CA,San Jose,Mike Womack Summer Classic PL BP DL PP,Carl West,40.0,M,142.5,2009
Best Squat,7564,USA,CA,Grass Valley,Sierra Nevada Cup,Joe Mass,19.0,M,242.5,2011
Best Squat,6596,USA,CA,,NorCal Winter Classic,Jason Li,,M,190.0,2017
Best Squat,7479,USA,CA,Bakersfield,USPF Central California Powerlifting/Benchpress and Deadlift Championship,John Ford,,M,349.95,2002
Best Squat,7482,USA,CA,Norwalk,California State Championship,Steven Brown,49.0,M,205.0,2003
Best Squat,108,USA,CA,,Cal State Meet,Pete Wilson,,M,150.0,2017
Best Squat,18,USA,CA,Santa Barbara,Central California Meet,Ken Jann Fajardo,18.0,M,137.5,2017
Best Squat,5419,USA,CA,Sacramento,POWER 'Stimulus Package' Raw Meet,Becky Rich,28.0,F,130.0,2009
Best Squat,7487,USA,CA,Los Alamitos,Powerlifting and Bench Press Championships,Brian Meek,58.0,M,297.44,2004
Best Squat,7398,USA,CA,Santa Clarita,California State PL & BP Championships,Betsy Spann,54.0,F,85.0,2011
Best Squat,7470,USA,CA,Frazier Park,2000 USPF California State Novice & Junior Powerlifting Championships,Kevin Westbrook,,M,182.46,2000
Best Squat,7515,USA,CA,San Diego,San Diego Open PL BP and DL,Steven M. Pham,18.0,M,145.0,2006
Best Squat,7753,USA,CA,Las Vegas,National Powerlifting Championships,George Pessell,55.0,M,290.0,2014
Best Squat,7395,USA,CA,Santa Clarita,California State PL & BP Championships,Rylan Ricks,15.0,M,125.0,2010
Best Squat,5600,USA,CA,,2014 SPF March Madness,Cory Boyd,32.0,M,197.5,2014
Best Squat,17,USA,CA,Los Angeles,Battle of Los Angeles,Darren Yang,15.0,M,117.5,2017
Best Squat,7533,USA,CA,Modesto,Central California PL BP DL Championship,David Ortega,18.0,M,250.0,2007
Best Squat,7401,USA,CA,Santa Clarita,Southern California Regionals,William Weinstock,65.0,M,140.0,2011
Best Squat,6598,USA,CA,Santa Cruz,LiftingLarge Open,Keith Kanemoto,58.5,M,185.0,2018
Best Squat,19,USA,CA,Santa Clara,American Meet,Richard Kane,70.0,M,102.5,2017
Best Squat,7471,USA,CA,Burbank,2000 USPF USA National Powerlifting and Bench Press Championships,Robert Meulenberg,,M,252.2,2000
Best Squat,7396,USA,CA,San Diego,California State Games,John Schiessl,50.0,M,185.0,2010
Best Squat,7501,USA,CA,Los Alamitos,California State PL BP DL Championship,Bob Cortes,74.0,M,114.99,2005
Best Squat,5651,USA,CA,Dublin,Reebok Record Breakers,Max Cantor,35.0,M,210.0,2015
Best Squat,7581,USA,CA,Los Angeles,American PL Cup and LA Fit Expo BP/DL,Justin Pascual,25.0,M,277.5,2012
Best Squat,7397,USA,CA,Santa Clarita,Southern California Regionals,Wayne Jandoc,53.0,M,272.5,2010
Best Squat,7461,USA,CA,Palm Springs,2010 USAPL Men's Open-Junior-Teen Nationals,Blaine Sumner,22.0,M,410.0,2010
Best Squat,7471,USA,CA,Burbank,2000 USPF USA National Powerlifting and Bench Press Championships,Kevin Ezell,,M,92.08,2000
Best Squat,7603,USA,CA,Costa Mesa,National PL BP DL Championship,Edwin Lewis,63.0,M,182.5,2012
Best Squat,5344,USA,CA,Dublin,Reebok Record Breakers,Brigitte Bieyro,33.0,F,95.0,2017
Best Squat,7387,USA,CA,Hemet,Iron Eagle Desert Thunder,Gordon Santee,,M,137.5,2007
Best Squat,7540,USA,CA,San Diego,Military and Collegiate Nationals and San Diego Open,Aaron Grissinger,,M,150.0,2008
Best Squat,7986,USA,CA,Elk Grove,Delta Valley Regional Valley Powerlifting,Roy Eriksen,73.0,M,217.5,2016
Best Squat,6573,USA,CA,Sacramento,NorCal Regional Championships,Debbie Bohlmann,44.0,F,125.0,2015
Best Squat,7396,USA,CA,San Diego,California State Games,Lisa Bullock,51.0,F,52.5,2010
Best Squat,7383,USA,CA,Modesto,California State Championships,Larry Manly,70.0,M,147.5,2006
Best Squat,7394,USA,CA,Santa Clarita,Southern California Regionals,Lothar Vallot,57.0,M,130.0,2009
Best Squat,5456,USA,CA,Sacramento,Women's Pro Open,Laura Phelps-Sweatt,30.0,F,332.5,2010
Best Squat,7401,USA,CA,Santa Clarita,Southern California Regionals,Grant Montgomery,17.0,M,110.0,2011
Best Squat,7555,USA,CA,Costa Mesa,National Powerlifting Single-Ply Championship & National Bench Press Championships & National Deadlift Championships & Westernstates Multiply Invitationals,Ben O'Brien,32.0,M,277.5,2011
Best Squat,7455,USA,CA,Palm Springs,2006 USAPL American Open,Kathy Andrews,50.0,F,87.5,2006
Best Squat,5600,USA,CA,,2014 SPF March Madness,Jordan Hull,17.0,M,135.0,2014
Best Squat,7502,USA,CA,Bakersfield,Kern County High School Powerlifting Championships,Nicholas Nunez,17.0,M,226.8,2005
Best Squat,7400,USA,CA,San Diego,State Games of America,Liz Pagel,29.0,F,102.5,2011
Best Squat,7617,USA,CA,Grass Valley,Sierra Nevada Open Powerlifting,Gia Blackwell,52.0,F,155.0,2012
Best Squat,7383,USA,CA,Modesto,California State Championships,Tina Licastro,33.0,F,70.0,2006
Best Squat,17,USA,CA,Los Angeles,Battle of Los Angeles,Loren Mc Clurg,61.0,M,137.5,2017
Best Bench,5282,USA,CA,Dublin,2016 Reebok Record Breakers,Larry Williams,21.0,M,260.0,2016
Best Bench,7538,USA,CA,Los Alamitos,California State PL BP DL Championship,Morgan Hefley,,F,65.0,2008
Best Bench,7388,USA,CA,Hemet,California State Championships,Bob Evans,,M,192.5,2008
Best Bench,8458,USA,CA,Mountain View,Boss of Bosses 4 Invitational,Lizette Salgado,22.0,F,67.5,2017
Best Bench,7384,USA,CA,El Cerrito,Nor Cal Winter Classic,Jim Evans,,M,142.5,2007
Best Bench,7512,USA,CA,Los Alamitos,California State Powerlifting Championship,Richard Simon,74.0,M,120.0,2006
Best Bench,7545,USA,CA,Venice Beach,Muscle Beach PL BP & DL,Tim Bergel,23.0,M,237.5,2008
Best Bench,7576,USA,CA,Modesto,NORCAL Powerlifting Championships,Ryan Palmieri,16.0,M,65.0,2011
Best Bench,7484,USA,CA,Norwalk,Mid-Cities Bench Press Championship,Arnold Neuenberg,,M,130.0,2003
Best Bench,7518,USA,CA,Venice,Venice Beach Push-Pull,Chase Collins,19.0,M,230.0,2006
Best Bench,7490,USA,CA,Venice Beach,Venice Beach Benchpress Championship,Sean Demarinis,18.0,M,182.46,2004
Best Bench,7603,USA,CA,Costa Mesa,National PL BP DL Championship,David Andrews,55.0,M,107.5,2012
Best Bench,7563,USA,CA,Long Beach,Southern California Powerlifting Championship,Thomas Miller,70.0,M,70.0,2011
Best Bench,7383,USA,CA,Modesto,California State Championships,Adam Contreras,19.0,M,145.0,2006
Best Bench,8449,USA,CA,Mountain View,Boss of Bosses 3 Open,Jeremy Oleson,20.0,M,180.0,2016
Best Bench,7478,USA,CA,Santa Barbara,USPF California State Powerlifting and Benchpress Championship,Alvin Waldon,,M,209.9,2002
Best Bench,7712,USA,CA,Los Angeles,USPA American Cup,Susan Salazar,38.0,F,90.0,2014
Best Bench,5516,USA,CA,Sacramento,Women's Pro/Am,Shany Gilbert,21.0,F,192.78,2012
Best Bench,7470,USA,CA,Frazier Park,2000 USPF California State Novice & Junior Powerlifting Championships,Priscilla Sanchez,,F,67.47,2000
Best Bench,6573,USA,CA,Sacramento,NorCal Regional Championships,Thomas Goodwin,40.0,M,115.0,2015
Best Bench,7555,USA,CA,Costa Mesa,National Powerlifting Single-Ply Championship & National Bench Press Championships & National Deadlift Championships & Westernstates Multiply Invitationals,Bob Evans,64.0,M,185.0,2011
Best Bench,6589,USA,CA,Mountain View,Boss of NorCal V,Jessica Piper,43.0,F,67.5,2017
Best Bench,7564,USA,CA,Grass Valley,Sierra Nevada Cup,Karen Parnow,53.0,F,78.5,2011
Best Bench,7397,USA,CA,Santa Clarita,Southern California Regionals,Stephen Schaap,14.0,M,85.0,2010
Best Bench,7385,USA,CA,Modesto,California State PL BP and DL Championships,Mel Goodwin,45.0,M,227.5,2007
Best Bench,7392,USA,CA,Santa Clarita,California State Championships,Jim Chaaban,40.0,M,232.5,2009
Best Bench,7385,USA,CA,Modesto,California State PL BP and DL Championships,Scott Bloomer,43.0,M,117.5,2007
Best Bench,7477,USA,CA,Bakersfield,USPF Central California Powerlifting/Benchpress and Deadlift Championship,Nick Benjamin,,M,229.97,2001
Best Bench,7476,USA,CA,Santa Barbara,USPF California State Powerlifting and Benchpress Championship,Robert Speno,,M,214.89,2001
Best Bench,5720,USA,CA,Sacramento,Women's Pro/Am,Ellen Stein,,F,83.91,2016
Best Bench,5419,USA,CA,Sacramento,POWER 'Stimulus Package' Raw Meet,Ericka Burdick,32.0,F,52.48,2009
Best Bench,6573,USA,CA,Sacramento,NorCal Regional Championships,Craig Rasmussen,45.0,M,132.5,2015
Best Bench,8450,USA,CA,Mountain View,Boss of Bosses 3 Invitational,Rob Hall,27.0,M,267.5,2016
Best Bench,7487,USA,CA,Los Alamitos,Powerlifting and Bench Press Championships,Rudy Machuca,17.0,M,99.9,2004
Best Bench,7603,USA,CA,Costa Mesa,National PL BP DL Championship,Edwin Lewis,63.0,M,95.0,2012
Best Bench,6589,USA,CA,Mountain View,Boss of NorCal V,Dima Rumanov,22.0,M,130.0,2017
Best Bench,7398,USA,CA,Santa Clarita,California State PL & BP Championships,David Andrews,51.0,M,192.5,2011
Best Bench,7471,USA,CA,Burbank,2000 USPF USA National Powerlifting and Bench Press Championships,Mike Cunningham,,M,174.63,2000
Best Bench,7548,USA,CA,Sacramento,North California Championship,Greg Lewis,19.0,M,170.0,2008
Best Bench,5450,USA,CA,,Bay Area 3-in-1,Andy Zavala,,M,335.0,2010
Best Bench,7512,USA,CA,Los Alamitos,California State Powerlifting Championship,Morgan Hefley,17.0,F,50.0,2006
Best Deadlift,6490,USA,CO,,2014 Colorado State Championships,Robert Odom,,M,205.0,2014
Best Deadlift,7018,USA,CO,,Open Nationals,Ian Bell,,M,372.5,2016
Best Deadlift,1533,USA,CO,,Colorado State,Michael Valdez,,M,245.0,2015
Best Deadlift,1447,USA,CO,Aurora,2015 Men's World Masters Powerlifting Championships,Egil Skogly Tor,50.5,M,290.0,2015
Best Deadlift,7732,USA,CO,Colorado Springs,Colorado State Open,Linda Hanley,53.0,F,182.5,2014
Best Deadlift,7018,USA,CO,,Open Nationals,Thomas O'Keefe,,M,162.5,2016
Best Deadlift,1447,USA,CO,Aurora,2015 Men's World Masters Powerlifting Championships,Daniel Austin,56.5,M,290.0,2015
Best Deadlift,6490,USA,CO,,2014 Colorado State Championships,Tom McNevin,,M,215.0,2014
Best Deadlift,6600,USA,CO,,2013 Mile High Push Pull,Bobby Wischkowski,,M,177.5,2013
Best Deadlift,6490,USA,CO,,2014 Colorado State Championships,Michael Oliver,,M,110.0,2014
Best Deadlift,7463,USA,CO,Denver,2010 Deadlift and Push Pull Nationals,Michael Ricker,,M,272.5,2010
Best Deadlift,7018,USA,CO,,Open Nationals,Benjamin Nevares,,M,317.5,2016
Best Deadlift,1602,USA,CO,,2017 Colorado State,Justin Norman,,M,320.0,2017
Best Deadlift,7462,USA,CO,Denver,2010 USAPL Raw Nationals,Richard Wilcox,42.0,M,297.5,2010
Best Deadlift,7009,USA,CO,,2014 Raw Nationals,Joseph Peña,,M,245.0,2014
Best Deadlift,6616,USA,CO,,2017 Colorado State Championships,Sigala Mark,55.5,M,237.5,2017
Best Deadlift,6490,USA,CO,,2014 Colorado State Championships,James Cushing-Murray,,M,100.0,2014
Best Deadlift,7009,USA,CO,,2014 Raw Nationals,Anthony Harris,,M,325.0,2014
Best Deadlift,6490,USA,CO,,2014 Colorado State Championships,Logan Gaudreau,,M,30.0,2014
Best Deadlift,7451,USA,CO,Aurora,Deadlift Nationals,Frank Baja,,M,262.5,2004
Best Deadlift,7462,USA,CO,Denver,2010 USAPL Raw Nationals,Paul Predecki,72.0,M,175.0,2010
